Tenure in Months,Monthly Charge,Contract,Paperless Billing,Payment Method,Unlimited Data,Avg Monthly GB Download,Number of Referrals
7,69.0,Month-to-Month,Yes,Bank Withdrawal,Yes,73.0,1
72,25.1,Two Year,No,Bank Withdrawal,,22.0,4
18,33.6,Month-to-Month,No,Credit Card,Yes,30.0,0
41,24.85,One Year,Yes,Mailed Check,,22.0,0
68,54.45,One Year,Yes,Credit Card,Yes,27.0,0
37,20.35,Month-to-Month,No,Bank Withdrawal,,22.0,3
7,19.5,One Year,No,Credit Card,,22.0,0
14,20.4,Two Year,No,Credit Card,,22.0,0
22,56.25,One Year,Yes,Credit Card,No,7.0,8
22,84.3,Month-to-Month,Yes,Mailed Check,Yes,52.0,0
34,19.6,One Year,No,Credit Card,,22.0,7
10,35.75,Month-to-Month,No,Bank Withdrawal,Yes,22.0,0
20,76.0,One Year,No,Bank Withdrawal,No,59.0,7
16,53.9,Month-to-Month,Yes,Credit Card,No,8.0,0
53,73.8,Month-to-Month,Yes,Credit Card,Yes,15.0,0
62,20.05,Two Year,Yes,Credit Card,,22.0,0
4,76.65,Month-to-Month,Yes,Bank Withdrawal,Yes,17.0,0
26,78.95,One Year,No,Bank Withdrawal,Yes,75.0,3
31,81.7,One Year,No,Credit Card,Yes,76.0,0
65,109.05,Two Year,Yes,Bank Withdrawal,Yes,10.0,0
20,69.8,Month-to-Month,Yes,Bank Withdrawal,Yes,28.0,0
25,84.6,Month-to-Month,Yes,Credit Card,Yes,59.0,0
71,114.0,Two Year,Yes,Bank Withdrawal,Yes,59.0,0
27,101.25,Month-to-Month,Yes,Bank Withdrawal,Yes,13.0,1
7,78.5,Month-to-Month,Yes,Bank Withdrawal,Yes,13.0,0
72,25.75,Two Year,No,Credit Card,,22.0,1
28,64.4,Month-to-Month,No,Bank Withdrawal,Yes,19.0,2
1,19.45,Month-to-Month,No,Bank Withdrawal,,21.0,1
17,94.4,Month-to-Month,Yes,Bank Withdrawal,Yes,23.0,0
1,85.45,Month-to-Month,Yes,Bank Withdrawal,Yes,23.0,0
53,54.45,Month-to-Month,Yes,Bank Withdrawal,Yes,25.0,0
22,57.95,Month-to-Month,Yes,Credit Card,Yes,82.0,9
1,43.8,Month-to-Month,No,Bank Withdrawal,Yes,3.0,0
1,79.55,Month-to-Month,Yes,Bank Withdrawal,Yes,6.0,0
50,39.7,Two Year,No,Credit Card,Yes,6.0,0
45,102.15,One Year,Yes,Bank Withdrawal,Yes,15.0,0
69,106.4,One Year,Yes,Credit Card,Yes,5.0,9
10,19.95,Month-to-Month,Yes,Bank Withdrawal,,22.0,9
1,19.4,Month-to-Month,Yes,Credit Card,,21.0,6
19,84.75,Month-to-Month,Yes,Bank Withdrawal,Yes,41.0,0
31,104.35,Month-to-Month,No,Bank Withdrawal,Yes,58.0,0
16,39.0,Month-to-Month,Yes,Mailed Check,Yes,24.0,0
72,92.0,Two Year,No,Bank Withdrawal,Yes,20.0,0
1,23.45,Month-to-Month,Yes,Bank Withdrawal,Yes,21.0,3
72,90.45,Two Year,No,Bank Withdrawal,Yes,24.0,7
11,75.9,Month-to-Month,Yes,Credit Card,Yes,27.0,0
70,90.05,Two Year,No,Credit Card,Yes,17.0,7
12,25.0,Month-to-Month,No,Bank Withdrawal,,22.0,0
16,19.35,Month-to-Month,No,Credit Card,,22.0,10
39,75.25,Month-to-Month,No,Bank Withdrawal,Yes,5.0,0
59,75.95,Two Year,Yes,Credit Card,Yes,22.0,4
54,-8.0,Two Year,Yes,Bank Withdrawal,Yes,14.0,0
1,50.7,Month-to-Month,Yes,Credit Card,Yes,14.0,0
13,31.65,Month-to-Month,Yes,Bank Withdrawal,Yes,27.0,0
70,90.25,One Year,Yes,Bank Withdrawal,No,3.0,0
3,35.1,Month-to-Month,No,Credit Card,Yes,25.0,3
38,99.55,Month-to-Month,Yes,Bank Withdrawal,Yes,2.0,0
10,54.95,Month-to-Month,Yes,Credit Card,Yes,9.0,9
69,90.65,Two Year,No,Credit Card,Yes,22.0,0
4,20.2,Month-to-Month,Yes,Bank Withdrawal,,22.0,0
42,77.95,Month-to-Month,Yes,Credit Card,Yes,18.0,1
50,104.4,One Year,Yes,Mailed Check,Yes,7.0,7
71,19.7,Two Year,No,Credit Card,,22.0,8
1,19.55,Month-to-Month,No,Credit Card,,21.0,0
41,74.25,Month-to-Month,Yes,Bank Withdrawal,Yes,6.0,0
10,19.95,One Year,Yes,Bank Withdrawal,,22.0,0
3,55.8,Month-to-Month,Yes,Mailed Check,Yes,6.0,2
4,42.4,Month-to-Month,No,Credit Card,Yes,23.0,0
71,19.6,Two Year,Yes,Bank Withdrawal,,22.0,6
3,79.4,Month-to-Month,Yes,Bank Withdrawal,Yes,76.0,0
4,80.85,Month-to-Month,No,Bank Withdrawal,No,59.0,1
49,88.2,One Year,Yes,Bank Withdrawal,Yes,16.0,5
68,19.5,One Year,No,Bank Withdrawal,,22.0,8
2,50.95,Month-to-Month,No,Credit Card,Yes,24.0,0
70,104.0,Two Year,Yes,Credit Card,Yes,42.0,0
2,56.7,Month-to-Month,No,Credit Card,Yes,53.0,1
1,79.7,Month-to-Month,Yes,Bank Withdrawal,Yes,26.0,0
48,20.2,Two Year,No,Bank Withdrawal,,22.0,6
62,107.6,Two Year,Yes,Bank Withdrawal,Yes,28.0,8
4,25.45,Month-to-Month,Yes,Credit Card,,22.0,0
49,106.65,Two Year,No,Credit Card,Yes,12.0,10
70,66.0,Two Year,No,Bank Withdrawal,No,57.0,0
17,61.95,One Year,Yes,Mailed Check,Yes,25.0,6
54,65.65,Two Year,Yes,Credit Card,Yes,52.0,1
1,19.55,Month-to-Month,No,Credit Card,,21.0,0
23,60.0,One Year,No,Bank Withdrawal,Yes,18.0,5
27,-9.0,Two Year,No,Bank Withdrawal,,22.0,1
72,98.65,Two Year,Yes,Bank Withdrawal,Yes,10.0,6
1,44.05,Month-to-Month,Yes,Bank Withdrawal,Yes,10.0,0
12,85.15,One Year,Yes,Credit Card,Yes,19.0,0
45,85.7,Month-to-Month,Yes,Bank Withdrawal,No,20.0,0
70,75.65,Two Year,Yes,Credit Card,Yes,3.0,4
44,19.5,One Year,No,Credit Card,,22.0,0
70,64.95,One Year,No,Bank Withdrawal,Yes,19.0,0
23,20.3,Month-to-Month,Yes,Bank Withdrawal,,22.0,0
46,108.9,Two Year,Yes,Credit Card,Yes,48.0,6
5,67.95,Month-to-Month,No,Bank Withdrawal,No,4.0,1
6,19.65,Two Year,No,Credit Card,,22.0,0
69,109.95,Two Year,Yes,Bank Withdrawal,Yes,17.0,1
16,20.25,Month-to-Month,No,Bank Withdrawal,,20.0,0
50,44.8,One Year,Yes,Bank Withdrawal,Yes,41.0,10
1,70.85,Month-to-Month,No,Credit Card,Yes,13.0,1
36,104.8,One Year,Yes,Bank Withdrawal,Yes,4.0,0
71,77.55,Two Year,No,Credit Card,Yes,71.0,10
1,35.55,Month-to-Month,Yes,Bank Withdrawal,Yes,26.0,0
36,85.25,Month-to-Month,Yes,Credit Card,Yes,5.0,1
45,93.9,Two Year,Yes,Bank Withdrawal,Yes,18.0,0
6,55.15,Month-to-Month,No,Mailed Check,No,30.0,0
70,97.65,One Year,Yes,Bank Withdrawal,No,26.0,9
3,64.6,Month-to-Month,No,Bank Withdrawal,Yes,48.0,0
3,85.7,Month-to-Month,No,Credit Card,Yes,30.0,0
31,104.2,Month-to-Month,Yes,Bank Withdrawal,Yes,13.0,4
36,54.45,One Year,No,Credit Card,Yes,21.0,0
16,85.05,Two Year,Yes,Credit Card,Yes,6.0,6
36,63.7,One Year,Yes,Credit Card,Yes,14.0,8
1,74.6,Month-to-Month,Yes,Mailed Check,No,47.0,0
25,102.8,Month-to-Month,Yes,Credit Card,Yes,30.0,0
72,90.6,Two Year,Yes,Credit Card,Yes,11.0,1
1,24.75,Month-to-Month,No,Bank Withdrawal,Yes,57.0,0
35,55.25,Two Year,No,Credit Card,Yes,21.0,0
7,75.15,Month-to-Month,Yes,Bank Withdrawal,No,10.0,0
36,74.9,Two Year,Yes,Bank Withdrawal,Yes,10.0,0
27,24.5,Two Year,No,Bank Withdrawal,,22.0,1
6,99.95,Month-to-Month,Yes,Mailed Check,Yes,59.0,0
3,19.1,Two Year,No,Mailed Check,,21.0,9
46,72.8,Month-to-Month,No,Bank Withdrawal,Yes,26.0,0
23,34.65,Month-to-Month,Yes,Bank Withdrawal,Yes,2.0,0
27,89.2,Month-to-Month,Yes,Bank Withdrawal,Yes,2.0,0
4,61.3,Month-to-Month,Yes,Bank Withdrawal,No,2.0,0
1,20.9,Month-to-Month,No,Credit Card,,20.0,0
62,24.25,Two Year,Yes,Bank Withdrawal,,22.0,4
25,20.75,Two Year,Yes,Credit Card,,22.0,0
7,73.75,Month-to-Month,No,Credit Card,Yes,7.0,0
72,61.2,Two Year,Yes,Credit Card,Yes,6.0,0
29,19.85,One Year,No,Mailed Check,,22.0,0
56,99.75,One Year,Yes,Credit Card,Yes,19.0,9
7,86.25,Month-to-Month,Yes,Bank Withdrawal,Yes,26.0,1
67,101.4,Two Year,Yes,Credit Card,Yes,19.0,0
1,71.55,Month-to-Month,Yes,Mailed Check,Yes,10.0,0
72,108.95,Two Year,Yes,Credit Card,Yes,53.0,0
51,23.95,One Year,Yes,Credit Card,,22.0,1
6,74.4,Month-to-Month,No,Bank Withdrawal,No,27.0,0
26,81.9,Month-to-Month,No,Bank Withdrawal,Yes,48.0,7
13,71.95,Month-to-Month,Yes,Bank Withdrawal,Yes,5.0,0
69,105.1,One Year,Yes,Credit Card,No,48.0,1
33,20.05,Month-to-Month,No,Credit Card,,22.0,5
62,23.4,Two Year,No,Bank Withdrawal,,22.0,0
35,85.95,One Year,Yes,Credit Card,No,46.0,0
12,29.2,Month-to-Month,No,Mailed Check,Yes,27.0,1
67,25.1,Two Year,No,Credit Card,,22.0,0
17,49.8,Month-to-Month,Yes,Credit Card,Yes,52.0,1
2,76.4,Month-to-Month,No,Bank Withdrawal,Yes,25.0,0
68,20.0,Two Year,Yes,Credit Card,,22.0,0
72,90.8,Two Year,Yes,Credit Card,Yes,26.0,1
48,69.55,One Year,Yes,Credit Card,Yes,15.0,3
63,70.8,One Year,No,Credit Card,Yes,13.0,6
8,70.1,Month-to-Month,Yes,Credit Card,No,85.0,0
33,83.35,Month-to-Month,Yes,Bank Withdrawal,No,30.0,0
71,100.55,One Year,No,Bank Withdrawal,Yes,59.0,1
19,73.2,Month-to-Month,Yes,Bank Withdrawal,Yes,22.0,1
32,101.35,Month-to-Month,Yes,Bank Withdrawal,Yes,28.0,0
4,54.3,Month-to-Month,No,Bank Withdrawal,No,19.0,0
7,43.9,Month-to-Month,No,Credit Card,Yes,6.0,0
71,93.7,Two Year,Yes,Bank Withdrawal,Yes,17.0,2
8,69.7,Month-to-Month,Yes,Bank Withdrawal,Yes,20.0,0
2,97.1,Month-to-Month,No,Bank Withdrawal,Yes,24.0,10
37,40.2,One Year,Yes,Bank Withdrawal,Yes,52.0,7
6,75.5,Month-to-Month,Yes,Bank Withdrawal,Yes,13.0,4
58,75.2,One Year,Yes,Credit Card,Yes,29.0,9
17,80.85,Month-to-Month,No,Bank Withdrawal,Yes,3.0,1
72,84.9,Two Year,Yes,Bank Withdrawal,Yes,19.0,7
37,106.75,Month-to-Month,Yes,Bank Withdrawal,Yes,2.0,0
18,59.1,Two Year,Yes,Credit Card,Yes,13.0,6
50,54.9,One Year,No,Bank Withdrawal,Yes,6.0,4
66,79.5,Two Year,Yes,Credit Card,Yes,23.0,0
28,90.45,One Year,Yes,Bank Withdrawal,Yes,19.0,7
69,60.25,Two Year,No,Bank Withdrawal,No,59.0,7
71,111.25,Two Year,Yes,Bank Withdrawal,Yes,53.0,0
21,77.5,One Year,No,Mailed Check,No,14.0,1
23,20.05,One Year,No,Credit Card,,22.0,10
53,60.6,One Year,No,Credit Card,Yes,59.0,3
8,19.75,One Year,Yes,Credit Card,,20.0,1
24,-1.0,Month-to-Month,Yes,Bank Withdrawal,Yes,23.0,1
9,50.85,Month-to-Month,No,Credit Card,Yes,76.0,4
72,82.3,Two Year,Yes,Bank Withdrawal,No,30.0,1
2,75.9,Month-to-Month,Yes,Bank Withdrawal,Yes,52.0,0
64,19.7,Two Year,Yes,Bank Withdrawal,,22.0,3
66,25.1,Two Year,No,Credit Card,,22.0,0
49,59.75,Month-to-Month,Yes,Credit Card,Yes,30.0,0
17,25.65,Month-to-Month,Yes,Mailed Check,Yes,11.0,0
71,106.8,Two Year,Yes,Bank Withdrawal,Yes,21.0,0
6,93.55,Month-to-Month,Yes,Bank Withdrawal,Yes,5.0,0
11,29.6,Month-to-Month,Yes,Bank Withdrawal,Yes,17.0,1
11,97.85,Month-to-Month,Yes,Bank Withdrawal,Yes,18.0,0
27,86.45,Two Year,Yes,Bank Withdrawal,Yes,4.0,0
57,70.35,Two Year,Yes,Credit Card,Yes,24.0,1
52,57.95,One Year,No,Credit Card,Yes,5.0,0
68,89.05,Two Year,Yes,Bank Withdrawal,Yes,23.0,4
8,84.9,Month-to-Month,Yes,Bank Withdrawal,Yes,30.0,1
9,45.4,Month-to-Month,Yes,Bank Withdrawal,No,20.0,0
6,19.15,One Year,No,Credit Card,,22.0,0
40,84.85,Month-to-Month,Yes,Bank Withdrawal,Yes,19.0,1
4,30.5,Month-to-Month,No,Bank Withdrawal,Yes,22.0,0
55,84.25,One Year,Yes,Credit Card,Yes,48.0,0
42,105.2,Month-to-Month,Yes,Bank Withdrawal,Yes,52.0,0
10,24.0,Month-to-Month,Yes,Bank Withdrawal,,22.0,0
25,53.65,One Year,No,Credit Card,Yes,53.0,1
1,50.1,Month-to-Month,Yes,Bank Withdrawal,Yes,51.0,0
4,50.95,Two Year,Yes,Credit Card,Yes,10.0,0
1,20.5,Month-to-Month,No,Credit Card,,20.0,0
1,45.7,Month-to-Month,Yes,Bank Withdrawal,Yes,5.0,3
49,99.4,Month-to-Month,No,Bank Withdrawal,No,46.0,1
23,86.8,One Year,No,Bank Withdrawal,Yes,2.0,1
66,102.85,One Year,Yes,Credit Card,No,5.0,0
20,19.7,Two Year,Yes,Credit Card,,22.0,0
29,84.3,Two Year,Yes,Bank Withdrawal,Yes,12.0,7
59,101.1,Month-to-Month,No,Bank Withdrawal,Yes,48.0,4
58,64.9,Two Year,Yes,Credit Card,Yes,16.0,0
1,70.15,Month-to-Month,Yes,Bank Withdrawal,Yes,8.0,0
20,98.55,Month-to-Month,Yes,Mailed Check,Yes,59.0,0
62,101.35,Month-to-Month,Yes,Bank Withdrawal,Yes,82.0,10
18,73.55,Two Year,Yes,Bank Withdrawal,Yes,24.0,0
34,100.05,Month-to-Month,Yes,Bank Withdrawal,No,52.0,2
65,90.65,Month-to-Month,Yes,Bank Withdrawal,No,2.0,1
1,19.8,Month-to-Month,No,Credit Card,,21.0,0
66,56.6,Two Year,Yes,Bank Withdrawal,Yes,29.0,1
68,19.95,Two Year,No,Bank Withdrawal,,22.0,1
49,100.85,Month-to-Month,Yes,Mailed Check,Yes,10.0,3
4,74.35,Month-to-Month,Yes,Bank Withdrawal,Yes,13.0,0
62,110.75,One Year,Yes,Bank Withdrawal,Yes,8.0,0
12,59.8,One Year,Yes,Bank Withdrawal,Yes,23.0,0
62,94.95,One Year,Yes,Credit Card,Yes,59.0,6
72,74.55,Two Year,No,Credit Card,Yes,30.0,9
36,19.2,Month-to-Month,No,Bank Withdrawal,,22.0,3
47,41.9,Two Year,No,Credit Card,Yes,23.0,0
2,49.05,Month-to-Month,Yes,Credit Card,No,13.0,0
28,92.2,One Year,No,Bank Withdrawal,Yes,30.0,1
5,85.3,Month-to-Month,Yes,Bank Withdrawal,Yes,27.0,0
30,19.4,Two Year,No,Credit Card,,22.0,0
35,61.2,One Year,No,Mailed Check,Yes,82.0,0
39,23.8,Two Year,Yes,Credit Card,,22.0,7
7,51.0,Month-to-Month,Yes,Mailed Check,Yes,22.0,0
1,74.5,Month-to-Month,Yes,Bank Withdrawal,Yes,16.0,0
39,59.3,One Year,No,Bank Withdrawal,Yes,17.0,0
1,45.05,Month-to-Month,No,Credit Card,Yes,73.0,0
8,101.35,Month-to-Month,No,Bank Withdrawal,Yes,27.0,0
57,109.4,One Year,Yes,Bank Withdrawal,Yes,73.0,10
1,50.45,Month-to-Month,No,Mailed Check,Yes,29.0,1
40,84.9,Month-to-Month,Yes,Bank Withdrawal,Yes,27.0,0
46,45.2,Month-to-Month,Yes,Credit Card,Yes,16.0,0
1,79.35,Month-to-Month,Yes,Bank Withdrawal,Yes,57.0,0
6,87.95,Month-to-Month,Yes,Bank Withdrawal,Yes,12.0,0
38,70.15,One Year,Yes,Credit Card,Yes,30.0,0
15,101.25,Month-to-Month,Yes,Bank Withdrawal,Yes,26.0,0
1,19.25,Month-to-Month,Yes,Bank Withdrawal,,21.0,0
9,86.25,Month-to-Month,No,Bank Withdrawal,Yes,59.0,0
72,103.75,Two Year,Yes,Bank Withdrawal,No,22.0,8
71,90.4,Two Year,No,Bank Withdrawal,Yes,52.0,1
52,19.6,One Year,No,Credit Card,,22.0,0
3,50.65,Month-to-Month,Yes,Mailed Check,Yes,3.0,0
49,-2.0,Two Year,No,Bank Withdrawal,Yes,14.0,9
31,49.2,Month-to-Month,Yes,Credit Card,No,15.0,4
5,75.55,Month-to-Month,No,Bank Withdrawal,Yes,58.0,0
56,104.55,One Year,Yes,Bank Withdrawal,Yes,12.0,0
38,69.0,One Year,No,Credit Card,Yes,16.0,2
69,19.9,Two Year,No,Credit Card,,22.0,3
42,45.1,One Year,Yes,Credit Card,Yes,26.0,6
4,75.65,Month-to-Month,Yes,Bank Withdrawal,Yes,22.0,0
69,108.75,One Year,Yes,Bank Withdrawal,No,26.0,5
1,49.95,Month-to-Month,Yes,Bank Withdrawal,Yes,4.0,0
62,-10.0,Two Year,Yes,Credit Card,Yes,29.0,8
55,55.25,Two Year,Yes,Credit Card,Yes,30.0,5
10,80.05,Month-to-Month,Yes,Bank Withdrawal,Yes,10.0,0
26,50.35,Month-to-Month,Yes,Credit Card,Yes,7.0,0
66,56.75,Two Year,Yes,Credit Card,Yes,25.0,4
45,24.65,Two Year,Yes,Bank Withdrawal,,22.0,7
2,69.8,Month-to-Month,Yes,Credit Card,Yes,27.0,0
67,93.15,Two Year,Yes,Bank Withdrawal,No,11.0,5
51,19.95,Two Year,No,Credit Card,,22.0,10
1,80.25,Month-to-Month,Yes,Bank Withdrawal,Yes,3.0,0
3,20.05,Month-to-Month,Yes,Credit Card,,21.0,0
29,45.0,Month-to-Month,Yes,Credit Card,Yes,21.0,0
65,92.7,Two Year,Yes,Credit Card,Yes,26.0,3
1,35.9,Month-to-Month,No,Bank Withdrawal,Yes,29.0,0
63,104.75,Two Year,Yes,Bank Withdrawal,Yes,21.0,0
1,59.85,Month-to-Month,Yes,Bank Withdrawal,Yes,28.0,0
14,19.55,One Year,No,Mailed Check,,22.0,9
42,59.65,Month-to-Month,No,Bank Withdrawal,Yes,26.0,0
6,20.7,Month-to-Month,No,Credit Card,,22.0,0
15,84.35,Month-to-Month,Yes,Credit Card,Yes,4.0,0
8,70.7,Month-to-Month,No,Bank Withdrawal,Yes,59.0,0
1,19.75,Month-to-Month,No,Bank Withdrawal,,21.0,8
36,89.65,One Year,Yes,Credit Card,Yes,59.0,0
15,19.65,One Year,No,Credit Card,,22.0,1
31,72.45,Month-to-Month,Yes,Bank Withdrawal,Yes,27.0,0
5,49.2,Month-to-Month,Yes,Bank Withdrawal,Yes,18.0,0
6,20.15,Month-to-Month,No,Bank Withdrawal,,22.0,0
52,39.9,Month-to-Month,Yes,Bank Withdrawal,Yes,26.0,1
46,64.2,Two Year,Yes,Credit Card,Yes,6.0,1
34,96.35,Two Year,Yes,Bank Withdrawal,Yes,13.0,0
72,98.2,Two Year,Yes,Bank Withdrawal,Yes,3.0,1
69,99.45,Month-to-Month,Yes,Credit Card,Yes,26.0,2
1,70.25,Month-to-Month,Yes,Bank Withdrawal,Yes,59.0,0
63,58.55,One Year,No,Credit Card,Yes,9.0,0
2,94.95,Month-to-Month,No,Bank Withdrawal,Yes,2.0,0
29,58.75,One Year,Yes,Bank Withdrawal,No,9.0,0
72,88.6,Two Year,Yes,Bank Withdrawal,Yes,48.0,0
1,19.9,Month-to-Month,No,Credit Card,,21.0,0
72,115.8,Two Year,Yes,Bank Withdrawal,Yes,24.0,9
41,74.7,One Year,Yes,Credit Card,Yes,11.0,10
70,24.7,Two Year,No,Bank Withdrawal,,22.0,8
8,80.45,Month-to-Month,Yes,Credit Card,Yes,2.0,2
11,74.95,Month-to-Month,No,Bank Withdrawal,Yes,29.0,0
20,60.0,One Year,Yes,Bank Withdrawal,Yes,16.0,1
2,30.25,Month-to-Month,Yes,Mailed Check,Yes,20.0,6
55,20.0,Month-to-Month,No,Credit Card,,22.0,4
71,100.2,Two Year,No,Credit Card,Yes,27.0,1
1,50.05,Month-to-Month,Yes,Bank Withdrawal,Yes,69.0,0
54,79.5,Month-to-Month,Yes,Bank Withdrawal,Yes,10.0,0
9,69.05,Month-to-Month,No,Bank Withdrawal,Yes,5.0,0
15,93.35,Month-to-Month,Yes,Bank Withdrawal,Yes,15.0,0
1,95.0,Month-to-Month,Yes,Bank Withdrawal,Yes,5.0,1
65,20.4,Two Year,Yes,Credit Card,,22.0,1
45,34.2,One Year,No,Bank Withdrawal,No,4.0,0
23,40.65,One Year,No,Bank Withdrawal,Yes,19.0,0
68,83.0,One Year,Yes,Bank Withdrawal,Yes,5.0,1
50,99.4,One Year,No,Bank Withdrawal,Yes,18.0,7
37,92.5,Month-to-Month,Yes,Bank Withdrawal,Yes,4.0,3
65,69.55,Two Year,Yes,Mailed Check,Yes,30.0,10
41,35.45,One Year,No,Credit Card,Yes,17.0,10
56,61.3,Two Year,Yes,Credit Card,Yes,53.0,7
71,90.55,Two Year,No,Bank Withdrawal,Yes,30.0,2
18,20.05,One Year,No,Bank Withdrawal,,22.0,1
22,55.15,Month-to-Month,No,Bank Withdrawal,No,19.0,1
6,82.85,Month-to-Month,Yes,Bank Withdrawal,Yes,28.0,3
1,69.6,Month-to-Month,Yes,Bank Withdrawal,Yes,58.0,0
56,98.25,One Year,Yes,Bank Withdrawal,No,48.0,1
41,88.5,Month-to-Month,Yes,Bank Withdrawal,Yes,10.0,0
68,60.3,Two Year,No,Credit Card,Yes,15.0,8
8,54.25,One Year,No,Bank Withdrawal,Yes,27.0,0
1,48.6,Month-to-Month,Yes,Credit Card,Yes,52.0,0
71,100.5,Two Year,No,Bank Withdrawal,Yes,19.0,5
60,74.35,Month-to-Month,No,Bank Withdrawal,Yes,57.0,9
12,29.3,Month-to-Month,Yes,Mailed Check,Yes,14.0,1
4,49.35,Month-to-Month,No,Bank Withdrawal,Yes,27.0,0
48,-4.0,Month-to-Month,Yes,Bank Withdrawal,Yes,12.0,0
59,90.3,Two Year,No,Credit Card,Yes,24.0,5
23,24.8,One Year,No,Credit Card,,22.0,0
1,53.5,Month-to-Month,Yes,Mailed Check,Yes,73.0,0
27,20.05,One Year,No,Credit Card,,22.0,0
21,20.35,One Year,Yes,Credit Card,,22.0,0
56,52.7,One Year,No,Credit Card,Yes,27.0,0
46,80.0,Month-to-Month,Yes,Bank Withdrawal,Yes,16.0,1
69,99.35,Two Year,Yes,Bank Withdrawal,Yes,21.0,0
52,25.05,Two Year,Yes,Bank Withdrawal,,22.0,10
22,49.8,Month-to-Month,Yes,Bank Withdrawal,Yes,11.0,0
28,105.7,Month-to-Month,Yes,Bank Withdrawal,No,13.0,0
9,19.05,Month-to-Month,No,Credit Card,,22.0,0
47,60.0,Two Year,Yes,Credit Card,Yes,25.0,1
5,82.75,Month-to-Month,Yes,Bank Withdrawal,Yes,42.0,0
30,100.4,Month-to-Month,Yes,Bank Withdrawal,Yes,19.0,0
33,91.25,Month-to-Month,No,Bank Withdrawal,No,17.0,1
65,24.75,Two Year,No,Credit Card,,22.0,4
19,88.2,Month-to-Month,Yes,Bank Withdrawal,Yes,9.0,0
18,87.9,Month-to-Month,Yes,Mailed Check,Yes,19.0,1
4,70.5,Month-to-Month,No,Bank Withdrawal,No,5.0,2
47,19.9,One Year,No,Bank Withdrawal,,22.0,0
68,25.75,Two Year,No,Mailed Check,,22.0,10
27,75.2,Month-to-Month,Yes,Bank Withdrawal,Yes,25.0,2
3,95.1,Month-to-Month,Yes,Bank Withdrawal,Yes,29.0,0
19,19.9,One Year,No,Credit Card,,22.0,2
26,69.5,Month-to-Month,Yes,Bank Withdrawal,Yes,10.0,0
5,80.2,Month-to-Month,No,Bank Withdrawal,Yes,59.0,0
45,62.55,One Year,Yes,Credit Card,Yes,8.0,0
5,20.05,One Year,No,Bank Withdrawal,,22.0,0
1,25.25,Month-to-Month,No,Bank Withdrawal,No,15.0,0
34,106.35,Month-to-Month,Yes,Bank Withdrawal,Yes,28.0,0
72,64.75,Two Year,No,Bank Withdrawal,Yes,26.0,7
10,34.55,One Year,Yes,Bank Withdrawal,Yes,53.0,1
46,99.8,Month-to-Month,Yes,Bank Withdrawal,Yes,85.0,0
2,61.2,Month-to-Month,Yes,Credit Card,Yes,52.0,0
15,19.45,Month-to-Month,Yes,Credit Card,,22.0,1
71,25.95,Two Year,Yes,Credit Card,,22.0,2
32,76.3,Month-to-Month,No,Bank Withdrawal,Yes,19.0,1
35,19.15,One Year,Yes,Credit Card,,22.0,0
70,113.65,Two Year,Yes,Bank Withdrawal,Yes,30.0,0
36,34.85,Month-to-Month,Yes,Bank Withdrawal,Yes,2.0,0
5,70.25,Month-to-Month,Yes,Credit Card,Yes,17.0,0
52,105.1,One Year,Yes,Bank Withdrawal,Yes,9.0,4
36,85.85,One Year,No,Bank Withdrawal,No,73.0,0
25,20.15,Month-to-Month,Yes,Mailed Check,,22.0,0
8,64.4,Two Year,Yes,Credit Card,Yes,12.0,7
2,85.85,Month-to-Month,Yes,Bank Withdrawal,Yes,28.0,0
11,94.0,Month-to-Month,Yes,Bank Withdrawal,Yes,18.0,1
71,24.55,Two Year,No,Bank Withdrawal,,22.0,0
4,20.5,One Year,No,Bank Withdrawal,,22.0,8
1,70.65,Month-to-Month,Yes,Credit Card,Yes,26.0,1
43,110.75,Month-to-Month,Yes,Bank Withdrawal,Yes,5.0,1
11,53.75,Month-to-Month,No,Bank Withdrawal,Yes,13.0,0
72,55.3,Two Year,No,Bank Withdrawal,Yes,27.0,5
20,59.2,Month-to-Month,No,Bank Withdrawal,No,17.0,0
71,86.85,Two Year,No,Bank Withdrawal,Yes,59.0,10
68,76.9,One Year,Yes,Credit Card,Yes,13.0,0
64,86.55,Two Year,No,Credit Card,Yes,7.0,0
69,19.1,Two Year,Yes,Credit Card,,22.0,0
5,20.15,Month-to-Month,No,Credit Card,,22.0,0
1,20.2,Month-to-Month,No,Credit Card,,20.0,0
18,20.15,One Year,No,Bank Withdrawal,,20.0,0
53,108.95,One Year,Yes,Bank Withdrawal,Yes,20.0,1
53,71.85,Month-to-Month,No,Bank Withdrawal,Yes,26.0,0
5,81.3,Month-to-Month,Yes,Bank Withdrawal,Yes,26.0,0
1,75.8,Month-to-Month,No,Bank Withdrawal,Yes,26.0,0
37,20.3,One Year,No,Bank Withdrawal,,22.0,0
10,19.6,One Year,No,Bank Withdrawal,,22.0,3
6,85.95,Month-to-Month,Yes,Credit Card,Yes,51.0,0
67,94.35,One Year,Yes,Credit Card,Yes,11.0,1
52,30.1,One Year,No,Mailed Check,Yes,14.0,0
14,95.8,Two Year,Yes,Bank Withdrawal,Yes,30.0,5
31,59.05,Month-to-Month,Yes,Credit Card,Yes,21.0,0
65,72.45,One Year,No,Credit Card,Yes,51.0,1
16,96.15,Month-to-Month,Yes,Bank Withdrawal,Yes,16.0,0
57,19.5,Two Year,No,Bank Withdrawal,,22.0,5
